name,school
体育部,天津大学
场馆中心,天津大学
图书馆,天津大学
档案馆,天津大学
资产经营有限公司,天津大学
内燃机研究所,天津大学
建筑设计规划研究总院,天津大学
出版社,天津大学
期刊中心,天津大学
附属小学、幼儿园、校医院工作部,天津大学
区域发展研究院,天津大学
天津大学福州国际校区（筹）筹备办公室,天津大学
远程与继续教育学院,天津大学
大型地震工程模拟研究设施建设管理办公室,天津大学
生物安全战略研究中心,天津大学
天津纳米颗粒与纳米系统国际研究中心,天津大学
APEC可持续能源中心,天津大学
石油化工技术开发中心,天津大学
劳动服务公司,天津大学
精馏技术研究中心,天津大学
冯骥才文学艺术研究院,天津大学
王学仲艺术研究所,天津大学
